volume,nr_RG,nr_suffix,header_no_tags,regest_no_tags,id_RG_all
4,3705,0,Godebusse,,10403705-0
4,3705,1,,hospitale sanctus Spiritus opidum Razeburgensis diocesis: de indulgentia 3 ianuarius 1420 S 136 194.,10403705-1
4,3705,2,,hospitale sanctus Spiritus opidum Razeburgensis diocesis: hospitale sanctus Spiritus et sanctus Nicolai ac sanctus Margarethe: de indulgentia 29 ianuarius 1420 S 138 153v.,10403705-2
4,3706,0,Golme,,10403706-0
4,3706,1,,capella beatus Marie virgo in heremo Golme Brandenburgensis diocesis: indulgentia 12 december 1428 L 286 7v.,10403706-1
4,3877,0,Gronhagen,,10403877-0
4,3877,1,,abbas etc. monasterium sanctus Nicolai ordo Cisterciensium Nuemburgensis diocesis: de indulgentia 8 iulius 1426 S 199 256v.,10403877-1
4,5597,0,Hermannus abbas monasterium beatus Marie Pozauien. Nuemburgensis diocesis,,10405597-0
4,5597,1,,de indulgentia 15 maius 1419 S 125 79v.,10405597-1
4,5759,0,Hoddendorpe,,10405759-0
4,5759,1,,capella beatus Marie ville H. Halberstadensis diocesis que est unita monasterium monialis in Niendorpe ordo Cisterciensium : indulgentia 18 october 1429 L 285 296v.,10405759-1
4,5813,0,Hugoldus de Slinitz Slynitz miles Misnensis,,10405813-0
4,5813,1,,de indulgentia pro parochialis ecclesia in Luben in suo dominio Misnensis diocesis 15 maius 1419 S 125 80.,10405813-1
4,5813,2,,ante diem 23 iulius 1422 L 237 156v.,10405813-2
4,6189,0,Joachim Moltzan Molsan canonicus Zwerinensis,,10406189-0
4,6189,1,,constitutus nuntius et collector generalis in provincia Bremensis et Rigensis et in diocesis ac civitas Caminensis Verdensis et Sleswicensis et abbas monasterium in Dargun ordo Cisterciensium Caminensis diocesis debet recipere iuramentum 7 december 1417 V 348 5.,10406189-1
4,6189,2,,mandatum abbas monasterium in Dargun ordo Cisterciensium Caminensis diocesis recipere iuramentum 10 december 1417 DC 4 16v.,10406189-2
4,6189,3,,"presbiter de miles genitus canonicus et minor prebenda Zwerinensis: de canonicatus et maior prebenda Zwerinensis vacante per obitum Lamberti Rogentin, non obstante canonicatus et minor prebenda Caminensis et Gustrowen. Caminensis diocesis ac parochialis ecclesia in Baard Zwerinensis diocesis 11 december 1417 S 109 161.",10406189-3
4,6189,4,,dat mutuum 200 florenus camera apostolicus per Cristianum Coband canonicus Razeburgensis frater ordo Premonstratensium 13 december 1417 DC 4 11.,10406189-4
4,6189,5,,mandatum citandi magister Johannem Molner olim collectorem 20 december 1417 DC 4 18.,10406189-5
4,6189,6,,"de canonicatus et maior prebenda Zwerinensis vacante per obitum Lamberti Roggentin <Roggetin>, non obstante canonicatus et minor prebenda Caminensis et Gustrowen. Caminensis diocesis ac parochialis ecclesia in Baard <Bard> 22 ianuarius 1418 S 108 288v, L 188 141v.",10406189-6
4,6189,7,,"ex utroque de nobilis genus: provisio de canonicatus cum reservatione prebende Lubicensis et Caminensis, non obstante canonicatus et minor prebenda Zwerinensis, Caminensis et Gustrowen. Caminensis diocesis, parochialis ecclesia in Bard Zwerinensis diocesis 26 ianuarius 1418 L 199 291.",10406189-7
4,6189,8,,"de dispensatio super incompatibilitas cum parochialis ecclesia in Bard Zwerinensis diocesis et de indulgentia pro capella in Keentze sub dictus ecclesia parochialis in Bard situata cuius rector ipse existit 31 maius 1418 S 112 195v, canonicus Lubicensis: dispensatio super incompatibilitas L 189 15v.",10406189-8
4,6189,9,,"reformatio dispensatio super incompatibilitas parochialis ecclesia in Bard Zwerinensis diocesis, canonicatus et minor prebenda Zwerinensis, Caminensis, Gustrowen. Caminensis diocesis obtinenti provisio erat de alio beneficium 18 S 116 50v.",10406189-9
4,6189,10,,mandatum informandi super processu Magni episcopus Caminensis contra Nicolaum Bowerstorp vicarius in ecclesia Gustrowen. Caminensis diocesis 6 augustus 1418 DC 4 187v.,10406189-10
4,6189,11,,mandatum de non molestando Johannem Reymoldi rector secundarie vicarie sanctus Habundi in cripta ecclesia beatus Marie Hamburgen. Bremensis diocesis super annata 8 iunius 1419 DC 5 96v.,10406189-11
4,6189,12,,mandatum informandi super gestis predecessoris sui Johannis Molner archidiaconus Parchimen. 21 augustus 1419 DC 5 161v.,10406189-12
4,6189,13,,mandatum de non molestando Nicolaum Vordis rector parochialis ecclesia in Richemberg Zwerinensis diocesis super annata 19 DC 5 67v.,10406189-13
4,6189,14,,"ipse deputat succollectores videlicet in diocesis Lubicensis Razeburgensis et Sleswicensis Johannem Weydeknepel canonicus Lubicensis et demum eo amoto Johannem Wunstorp presbiter Lubicensis, item in diocesis Caminensis Detlevum Suem canonicus Caminensis, in diocesis Bremensis Johannem Werneri cantor ecclesia collegiata beatus Marie Hamburgen. Bremensis diocesis post Johannem Rickersen revocatum, nomina misit ad curiam in computis suis per Jacobum Schonenberg 19 L0 2 18v.",10406189-14
4,6189,15,,"de confirmatio archidiaconus Stolpen. in ecclesia Caminensis vacante per obitum Nicolai Roden, non obstante parochialis ecclesia in Bardis cum capella in Kentze, canonicatus Caminensis et Gustrowen., canonicatus et maior prebenda ecclesia sancti Ottonis Stetinen., Caminensis, canonicatus et minor prebenda Zwerinensis 6 december 1420 S 149 243v.",10406189-15
4,6189,16,,"archidiaconus Stolpen. in ecclesia Caminensis: de licentia testandi 11 maius 1423 S 167 176, L 233 172v.",10406189-16
4,6189,17,,"de confirmatio parochialis ecclesia in Bardis Zwerinensis diocesis quam acceptare ad presentatio Wartislai ducis Stetin. vacante per obitum Radolphi Spitman, non obstante canonicatus et minor prebenda Caminensis, Zwerinensis, Gustrowen. Caminensis diocesis, lite super archidiaconus Stolpen. in ecclesia Caminensis 15 maius 1423 S 165 236v.",10406189-17
4,6189,18,,"de confirmatio gratia, non obstante canonicatus et prebenda ecclesia Gustrowen. Caminensis diocesis, parochialis ecclesia in Bard Zwerinensis diocesis, lite super archidiaconus Stolpen. in ecclesia Caminensis 18 maius 1423 S 167 291, L 233 40.",10406189-18
4,6189,19,,"de canonicatus sine e. prebenda Zwerinensis et Caminensis pro Bernardo Moltzan clericus consanguineo, non obstante quod dictus B. vicaria in parochialis ecclesia in Grubenhaghen Caminensis diocesis obtinet sub data III kal. februarius a. I [23] S 167 292.",10406189-19
4,6189,20,,"mandatum procedendi unacum Johanne Molner archidiaconus Parchimen. in ecclesia Zwerinensis contra Wedeghen et Degenhardum dicti Buggenhagen frater nobilis Caminensis diocesis necnon Bulderbere Hennikinum Basseuitze, Bedeke van den Borne, Everhardum Molteke, Swarte Wedeghe Buggenhaghen, Bernardum Buggenhaghen, Arnoldum filius Renwardi, Drake filius Hennyngi Draken, Conradum Wynterueld, Wedeghe Vos, Nicolaum van der Berghe filius Deghenardi, Spegelstorp Sabel Parzisow, Hermannum Bluter iunior, Georgium Grewekow et Nicolaum Wernshaghen laicos Caminensis Zwerinensis et Razeburgensis diocesis qui Conradum Bonow presbiter prothonotarius ad concilium Constantiensis euntem interfecerunt causa prius Johanni Meynesti archidiaconus Rosticen. in ecclesia Zwerinensis commissa 2 october 1423 DC 7 108v.",10406189-20
4,6189,21,,mandatum quod satisfaciat Conrado Ryke presbiter Roskildensis diocesis cuius bona arrestaverat in favorem Detlevi Suem succollector instrumentum insertum est 8 februarius 1424 DC 8 93.,10406189-21
4,6189,22,,mandatum quod requirat suos succollector ad respondendum de cessionibus bonorum nomine camere factis 14 februarius 1424 DC 8 97v.,10406189-22
4,6189,23,,"de confirmatio canonicatus et maior prebenda Caminensis ac archidiaconus Dyminen. in dictus ecclesia vacante per obitum Johannis Lowentkoper vel per resignatio Alberti Kregenberg, non obstante canonicatus et prebenda Caminensis, Zwerinensis, parochialis ecclesia in Bard Zwerinensis diocesis, archidiaconus Stolpen. in ecclesia Caminensis dimissio 21 september 1424 S 178 198.",10406189-23
4,6189,24,,"de uberiori dispensatio super incompatibilitas, non obstante parochialis ecclesia in Bard Zwerinensis diocesis, archidiaconus Dyminen. in ecclesia Caminensis, canonicatus et maior prebenda Caminensis ac Gostrowen. Caminensis diocesis necnon Zwerinensis minor prebenda 7 augustus 1425 S 189 96.",10406189-24
4,6189,25,,collector in provincia Bremensis: solvere 170 florenus de pecuniis per eum exactis 3 november 1425 IE 383 28v.,10406189-25
4,6189,26,,"rector parochialis ecclesia in Bard Zwerinensis diocesis: de confirmatio canonicatus et prebenda Caminensis ac archidiaconus Dyminen. in ecclesia Caminensis vacante per obitum Johannis Lowentkoper et Alberti Kregenberch scriptor, non obstante minor prebenda in ecclesia Gustrowen. Caminensis diocesis ac Zwerinensis 7 october 1426 S 202 89v.",10406189-26
4,6189,27,,"de provisio si neutri de archidiaconus Dyminen. ac canonicatus et prebenda Caminensis vacante per obitum Alberti Krekenborch <Creyemberg> scriptor et litterarum apostolicarum abbreviator <ac per obitum Johannis Lowentkoper> super quibus litigare contra Henricum Berwisch clericus Halberstadensis, non obstante parochialis ecclesia opidum in Bard Zwerinensis diocesis et minor prebenda Zwerinensis ac Gustrowen. Caminensis diocesis 19 februarius 1427 S 208 90, L 268 67v.",10406189-27
4,6189,28,,"de prorogatio licentia retinendi ad aliud decennium parochialis ecclesia in Bard Zwerinensis diocesis cum canonicatus et prebenda ac archidiaconus Dyminen. ecclesia Caminensis vacante per obitum Johannis Lowentkoper super quibus litigare contra Henricum Beruorsch, non obstante canonicatus et prebenda Zwerinensis ac in ecclesia Gustrowen. Caminensis diocesis et Caminensis 13 aprilis 1427 S 218 190v.",10406189-28
4,6189,29,,"de prorogatio licentia retinendi ad aliud decennium parochialis ecclesia in Bard Zwerinensis diocesis cum canonicatus et prebenda ac archidiaconus Dyminen. in ecclesia Caminensis vacante per obitum Johannis Lowentkoper super quibus litigare contra Henricum Berwisch clericus, non obstante canonicatus et prebenda Zwerinensis et in ecclesia Gustrowen. Caminensis diocesis 9 maius 1427 S 212 151.",10406189-29
4,6189,30,,obligatio super annat. per Hermannum Robiin procurator in curia canonicatus et prebenda ac archidiaconus Diminen. in ecclesia Caminensis 8 ianuarius 29 dictus H. produxit mandatum ratificationis 17 november 1427 A 3 89.,10406189-30
4,6193,0,Jockrim,,10406193-0
4,6193,1,,"capella sanctus Katherine filialis parochialis ecclesia opidum J. Misnensis diocesis: de indulgentia 9 martius 1427 S 208 215v, L 276 155.",10406193-1
4,6709,0,Johannes Kale opidanus opidum Holmestede Halberstadensis diocesis,,10406709-0
4,6709,1,,de indulgentia pro altare beatus Marie virgo ab ipso dotato in parochialis ecclesia sancti Stephani 20 december 1419 S 138 223.,10406709-1
4,8386,0,Johannes Mentz Menss scobator palatii apostolicus,,10408386-0
4,8386,1,,"assig. pecunia 1 aprilis 20 M 1 104v, 19 iulius 1420 M 1 122v.",10408386-1
4,8386,2,,"presbiter Magdeburgensis servitor forrarie: de canonicatus et maior prebenda ecclesia sancti Nicolai Stendalien. Halberstadensis diocesis vacante per obitum Johannis de Redekin collector, non obstante vicaria in ecclesia Magdeburgensis 10 ianuarius 1421 S 150 191.",10408386-2
4,8386,3,,"provisio de parochialis ecclesia in Welsleue Magdeburgensis diocesis ac vicaria ad altare sanctus Georgii in ecclesia beatus Marie Halberstadensis vacante per obitum Henningi Knust apud curiam, non obstante vicaria in ecclesia Magdeburgensis, lite super canonicatus et prebenda in ecclesia sancti Nicolai Stendalien. Halberstadensis diocesis 31 iulius 1421 L 210 3, cassatio L 216 265v.",10408386-3
4,8386,4,,obligatio super annat. parochialis ecclesia in Welsleue Magdeburgensis diocesis necnon vicaria ad altare sanctus Georgii in ecclesia beatus Marie Halberstadensis vacante per obitum Henninghi Knust 20 october 1421 A 2 54.,10408386-4
4,8386,5,,"de confirmatio vicaria ad altare sanctus Catherine in ecclesia beatus Marie Erford. Maguntinae diocesis vacante per obitum Johannis Wegerdantz, non obstante vicaria in ecclesia Magdeburgensis, in ecclesia beatus Marie virgo Halberstadensis 22 october 1422 S 164 97v.",10408386-5
4,8386,6,,"de surrogatio ad iura quondam Werneri Ingeleue qui litigare contra Ernestum Aurifabri clericus super canonicatus et prebenda ecclesia sancti Pauli Halberstadensis vacante per obitum Angeli Sceper <vacante per obitum Ludolphi Knust>, non obstante vicaria [.] <ecclesia Magdeburgensis et in ecclesia beatus Marie Halberstadensis> 27 october 1422 S 164 185v, L 225 77v.",10408386-6
4,8386,7,,obligatio super annat. canonicatus et maior prebenda ecclesia sancti Pauli Halberstadensis vacante per obitum Werneri Ingeleue 17 december 1422 A 2 202.,10408386-7
4,8386,8,,"provisio de canonicatus cum reservatione prebende Lubicensis et ecclesia beatus Marie Hamburg. Bremensis diocesis, non obstante parochialis ecclesia in Welsleue Magdeburgensis diocesis, vicaria in ecclesia beatus Marie Halberstadensis et in ecclesia Magdeburgensis 25 aprilis 1424 L 249 88.",10408386-8
4,8386,9,,"de parochialis ecclesia in Gebese Maguntinae diocesis vacante per resignationem Johannis Wykeman clericus, non obstante parochialis ecclesia in Welsleue dictus diocesis, vicaria in ecclesia Maguntina, lite super vicaria in ecclesia beatus Marie Erford. dictus diocesis, certis protestationibus super canonicatus et maior prebenda ecclesia sancti Nicolai Magdeburgensis 2 november 1424 S 180 140.",10408386-9
4,8386,10,,de perinde valere dispensatio super incompatibilitas parochialis ecclesia in Welsleue Magdeburgensis diocesis ac parochialis ecclesia in Gebese Maguntinae diocesis 8 november 1424 S 180 55.,10408386-10
4,8386,11,,"reformatio super revalidatione gratia expectativa 28 december 1424 S 182 113, L 250 42.",10408386-11
4,8386,12,,"de confirmatio canonicatus et prebenda Magdeburgensis vacante per obitum Hinrici de Slywen, non obstante vicaria in dictus ecclesia, in ecclesia beatus Marie Halberstadensis, parochialis ecclesia in Welsleue dictus diocesis, lite super vicar in ecclesia beatus Marie Erford. 19 ianuarius 1425 S 181 230v.",10408386-12
4,8386,13,,reformatio surrogatio ad ius Arnoldi Sartoris presbiter Nuemburgensis ad parochialis ecclesia in Lobda Nuemburgensis diocesis super qua litigare contra Henricum Czusk et Albertum Stoghusen presbiter 24 aprilis 1425 S 183 37.,10408386-13
4,8386,14,,obligatio super annat. parochialis ecclesia in Lobda Nuemburgensis diocesis vacante per resignationem Arnoldi Sartoris 13 augustus 1425 A 2 87.,10408386-14
4,8386,15,,concessio privil. familiaris 2 october 1425 L 251 111.,10408386-15
4,8386,16,,obligatio super annat. parochialis ecclesia in Gebese Maguntinae diocesis vacante per obitum Henrici Hoppensack 19 februarius 1426 A 2 130v.,10408386-16
4,8386,17,,mandatum induci in canonicatus et maior prebenda Magdeburgensis vacante per obitum Hinrici de Slewen super quibus litigare contra Borchardum de Steynbeke presbiter Maguntinensis et Johannem Ritter 5 iulius 1426 L 264 152v.,10408386-17
4,8386,18,,mandatum induci in canonicatus et maior prebenda Magdeburgensis vacante per obitum Henrici de Sliwen super quibus litigare contra Burchardum de Steymbeke clericus 5 iulius 1426 L 264 153v.,10408386-18
4,8386,19,,"rector parochialis ecclesia beatus Marie virgo in Lobda Nuemburgensis diocesis: de indulgentia 20 augustus 26 S 201 216v, 3 september 1426 S 201 78v.",10408386-19
4,8386,20,,tabellionatus 5 februarius 1427 L 272 331.,10408386-20
4,8386,21,,"de declaratione quod privilegiis familiaris fruatur ab initio assumptionis pape 17 martius 1427 S 208 297, L 276 176v.",10408386-21
4,8386,22,,rector parochialis ecclesia in Welsleue et in Gebeze Magdeburgensis et Maguntinae diocesis: prorogatio annata 6 maius 1427 DC 11 87.,10408386-22
4,8386,23,,"de perinde valere gratia cuius vigore vicedominatum ecclesia Magdeburgensis assecutus est, non obstante quod parochialis ecclesia in Welsleue assecutus est, provisio de canonicatus et maior prebenda Magdeburgensis ac parochialis ecclesia in Lobda et in Gebeze Nuemburgensis et Maguntinae diocesis ac canonicatus et maior prebenda ecclesia beatus Marie Hamborg. Bremensis diocesis 16 october 1427 S 217 34.",10408386-23
4,8386,24,,reformatio super vicedominatu ecclesia Magdeburgensis 5 aprilis 1428 S 224 277v.,10408386-24
4,8386,25,,reformatio super restitutione ad gratia expectativa 27 ianuarius 1429 S 232 145.,10408386-25
4,8386,26,,"de parochialis ecclesia in Gaubatz alias Crut Pataviensis diocesis vacare per assecutio canonicatus et sacerdotalis prebenda Coloniensis per Hermannum Widelerse clericus, non obstante parochialis ecclesia in Lobda Nuemburgensis diocesis, lite super canonicatus et prebenda Magdeburgensis ac parochialis ecclesia in Gebeze Maguntinae diocesis, provisio de canonicatus et prebenda ecclesia beatus Marie Hamburg. et de dispensatio super retinendo 29 october 1429 S 246 52v, cassatio quia de anno XII S 254 98.",10408386-26
4,8386,27,,"canonicus Magdeburgensis: de confirmatio canonicatus et prebenda ac custodie Nuemburgensis vacante per obitum Thome Loem familiaris, non obstante ut prius 7 ianuarius 1430 S 251 128v.",10408386-27
4,8386,28,,de prorogatio super canonicatus et maior prebenda ac custodia Nuemburgensis 12 iulius 1430 S 259 90.,10408386-28
4,8386,29,,obligatio super annat. canonicatus et maior prebenda ac custodie Nuemburgensis 19 februarius 1431 A 5 81v.,10408386-29
4,10237,0,Lobda,,10410237-0
4,10237,1,,parochialis ecclesia Nuemburgensis diocesis: indulgentia 3 ianuarius 1427 L 269 306v.,10410237-1
4,10238,0,Lobenow,,10410238-0
4,10238,1,,"parochialis ecclesia beatus Marie et sanctus Nicolai Misnensis diocesis: de indulgentia 21 februarius 1429 S 237 118v, L 286 269v.",10410238-1
4,10240,0,Lockow <Luckow>,,10410240-0
4,10240,1,,"parochialis ecclesia sancti Nicolai et Paulini Misnensis diocesis: de indulgentia 21 februarius 1429 S 237 118, L 286 270.",10410240-1
4,10537,0,Mariendal,,10410537-0
4,10537,1,,monasterium Marie virgo et Birgitte Revaliensis diocesis ac monasterium in Mariewold Razeburgensis diocesis: de indulgentia 7 aprilis 1418 S 110 197v.,10410537-1
4,10537,2,,monasterium Marie virgo et Birgitte Revaliensis diocesis ac monasterium in Mariewold Razeburgensis diocesis: monasteria Razeburgensis diocesis ordo sancti Augustini: de conservatoria ad quinquennium 11 september 1419 S 130 293v.,10410537-2
4,10537,3,,monasterium Marie virgo et Birgitte Revaliensis diocesis ac monasterium in Mariewold Razeburgensis diocesis: monasteria Revaliensis diocesis ordo sancti Augustini: de conservatoria ad quinquennium 11 september 1419 S 130 293v.,10410537-3
4,10537,4,,monasterium Marie virgo et Birgitte Revaliensis diocesis ac monasterium in Mariewold Razeburgensis diocesis: et Ma- rienwalde ac Mariencrone monasterium ordo sancti Augustini sanctus Salvatoris nuncupatus sub regula sanctus Brigitte Revaliensis Razeburgensis et Zwerinensis ac monasterium Lincopen. et Ottonien. diocesis: revocatio de novo indulgentia 27 september 1425 V 358 148v.,10410537-4
4,11033,0,Mitteweydis,,10411033-0
4,11033,1,,parochialis ecclesia opidum Misnensis diocesis: indulgentia 3 december 1421 L 222 160v.,10411033-1
4,11069,0,Nemptzin,,10411069-0
4,11069,1,,"monasterium monialis throni sanctus Marie nuncupatus ordo Cisterciensium Merseburgensis diocesis: de indulgentia 24 maius 1421 S 152 187v, L 212 260v.",10411069-1
4,11069,2,,monasterium monialis throni sanctus Marie nuncupatus ordo Cisterciensium Merseburgensis diocesis: abbatissa etc.: de confirmatio incorporatio parochialis ecclesia in Grymis facte per Ghebehardum episcopus Merseburgensis et in Hofiken facte per Johannem episcopus Misnensis 4 iunius 1421 S 153 255v.,10411069-2
4,11967,0,Norchow,,10411967-0
4,11967,1,,filialis ecclesia sancti Martini opidum N. capella beatus Katherine in Canewitz nuncupatus Misnensis diocesis: de indulgentia 24 maius 1421 S 152 187v.,10411967-1
4,12022,0,Ortrand,,10412022-0
4,12022,1,,capella beatus Marie e. opidum Misnensis diocesis: indulgentia 13 maius 1429 L 286 246.,10412022-1
4,13431,0,Stendal,,10413431-0
4,13431,1,,decanus ecclesia sancti Nicolai Halberstadensis diocesis: de indulgentia 2 augustus 1418 S 116 122.,10413431-1
4,13431,2,,decanus ecclesia sancti Nicolai Halberstadensis diocesis: de licentia corrigendi et puniendi personas ecclesia 2 augustus 1418 S 116 122.,10413431-2
4,13431,3,,decanus ecclesia sancti Nicolai Halberstadensis diocesis: de indulgentia 29 november 1424 S 182 54.,10413431-3
4,13431,4,,"decanus ecclesia sancti Nicolai Halberstadensis diocesis: de licentia erigendi succentoriam ex una vicaria 14 december 1429 S 249 186v, L 295 232.",10413431-4
4,13431,5,,decanus ecclesia sancti Nicolai Halberstadensis diocesis: restitutio bulle supradictus 20 februarius 1430 A 4 274.,10413431-5
4,14862,0,Wilhelmus lantgravius Thuringie et marchio Misnensis,,10414862-0
4,14862,1,,"de confessio, interdictum, esu carnium, conservatoria pro prepositus etc. ecclesia in castro Aldenburg ordo sanctus Georgii Merseburgensis diocesis, indulgentia pro dictus ecclesia 29 aprilis 1420 S 141 225v.",10414862-1
4,14862,2,,confessio 6 october 1421 L 237 230.,10414862-2
4,14862,3,,"de non evocando pro se, pro consil. et familiaris, pro monasterium et locis regularibus; confirmatio incorporatio pro monasterium; de non promovere ad ordo pro familiaris; remissio plenarius; licentia eligere confessor, altare portatile, interdictum, remissio plenarius pro familiaris; licentia ingredi in monasterium cum matronis pro se et uxore sua 16 iunius 1423 S 168 234v.",10414862-3
4,14862,4,,"de indulgentia pro collegiata ecclesia sancti Georgii in castro Aldenburg Nuemburgensis diocesis, facultas absolvere in casibus reservare pro prepositus, esu carnium pro abbas etc. ordo sancti Benedicti et C. in hospitio dominus marchionis, conservatoria pro supradictus ecclesia, iure conferendi canonicatus et prebenda in ecclesia Nuemburgensis et in collegiata ecclesia Citzen. dictus diocesis, quod prepositura collegiata ecclesia in Aldenburg sit dignitas electiva 8 iulius 1423 S 169 97v.",10414862-4
4,14862,5,,interdictum 19 augustus 1423 L 236 297v.,10414862-5
4,14862,6,,remissio plenarius 19 augustus 1423 L 236 304v.,10414862-6
4,14862,7,,de reformatione monasterium in Gosk ordo sancti Benedicti Halberstadensis diocesis cuius abbas Fridericus Ebirsperg bona dilapidavit 5 september 1423 S 170 62v.,10414862-7
4,14862,8,,de licentia facere celebrare in locis interdicere; de esu carnium pro monachis ordo Cisterciensium ad mensam suam venientibus; de indulgentia pro ecclesia collegiata in Aldenburg Merseburgensis ! diocesis; de confirmatio indulgentia etc. concessarum per Bonifatium IX pro ecclesia collegiata beatus Marie in castro Aldenburg Nuemburgensis ! diocesis 30 december 1424 S 182 191.,10414862-8
4,14862,9,,de esu carnium pro monachis ordo Cisterciensium ad mensam dominus marchionis venientibus 5 februarius 1425 S 191 279v.,10414862-9
4,14862,10,,de indulgentia pro parochialis ecclesia beatus Marie virgo in Ebirstorff Misnensis diocesis 4 maius 1425 S 185 206.,10414862-10
4,14897,0,Wilsnalk,,10414897-0
4,14897,1,,hospitale sanctus Spiritus ac capella dictus hospitalis Havelbergensis diocesis: de indulgentia 14 augustus 1426 S 201 248.,10414897-1
4,14897,2,,hospitale sanctus Spiritus ac capella dictus hospitalis Havelbergensis diocesis: rector hospitalis sanctus Spiritus ac capelle dictus hospitalis extra septa opidum: de indulgentia occursus et confluxus ad dictus hospitale ob gratiam quam dominus noster Jesus Christus per sanguinem sacrosanctum miraculose in dictus opido mirabiliter operatur 3 september 1426 S 201 78v.,10414897-2
4,15028,0,Czegenhayn,,10415028-0
4,15028,1,,"capella beatus Marie Nuemburgensis diocesis: de indulgentia 25 iulius 1425 S 189 59v, L 250 263v.",10415028-1
5,678,0,Beygendorpe Razeburgensis diocesis,,10500678-0
5,678,1,,parochialis ecclesia in B.: de indulgentia 12. september 1437 S 340 149r.,10500678-1
5,885,0,Brunswic Brunswicen. Halberstadensis et Hildesemensis diocc.,,10500885-0
5,885,1,,abbas et monasterium sanctus Egidii B. ordo sancti Benedicti Halberstadensis diocesis: de conservatoria 30. iunius 1435 S 307 228vs.,10500885-1
5,885,2,,parochialis ecclesia sancti Andree B. Hildesemensis diocesis Ludolpho Quirre archidiaconus in Stockem in eccl. Hildesemensis et rector dictus parochialis ecclesia supplicare : de indulgentia 30. iunius 1435 S 309 203r.,10500885-2
5,885,3,,"decanus et capitulum collegiata ecclesia sancti Blasii B. unius de notabilioribus collegiata eccl. Saxonie Ottone, Wilhelmo et Hinrico Brunswicen. et Luneborgen. ducibus, patronus etiam supplicare : de incorporatio parochialis ecclesia in Woden Weden Hildesemensis diocesis 4 marca argenti fabrice dictus ecclesia sancti Blasii 2 marca argenti 13. october 1438 S 350 168vs.",10500885-3
5,885,4,,"proconsules, consules et universitas opidum B. Hildesemensis et Halberstadensis diocc.: de conservatoria privilegium de non evocando eis a Sigismundo Romanorum Imperator concedere et a Martino V. confirmare 26. iunius 1436 S 323 235vs, executor: abbas monasterium sancti Petri et Pauli in Regaliluttere Halberstadensis diocesis et decc. eccl. sancti Symonis et Jude Goslarien. Hildesemensis diocesis ac ecclesia sancti Alexandri Embecen. Maguntinae diocesis L 342 298vss.",10500885-4
5,981,0,Kentze Zwerinensis diocesis,,10500981-0
5,981,1,,"eccl. sive capella beatus Marie in K. infra limina parochialis ecclesia opidum Bardis dictus diocesis reparatione indigens, cui Martinus V. indulgentia concedere: de uberiori indulgentia 24. october 1439 S 363 211rs.",10500981-1
5,1482,0,Delsch Magdeburgensis diocesis,,10501482-0
5,1482,1,,"parochialis ecclesia sancti Petri et Pauli opidum D., in qua incole dictus opidum certa divina officia celebrare facultas Frederico duce Saxonie supplicatio : indulgentia et facultas audiendi confessio pro rector dictus eccl. 5. februarius 1447 V 365 477rs.",10501482-1
5,1601,0,Eberstorff Ebirstorf Misnensis diocesis,,10501601-0
5,1601,1,,"parochialis ecclesia beatus Marie in E., ad quam propter plurima miracula ibi operata multitudo confluit et que a principibus et nobilis et habitatoribus partium illarum manu forti ab hereticis regni Bohemie vicini defenditur Frederico duce Saxonie et marchione Misnensis ac electore Sacrum Romanum Imperium supplicare : de indulgentia 23. martius 1435 S 303 189r.",10501601-1
5,1601,2,,"parochialis ecclesia beatus Marie in E., ad quam propter plurima miracula ibi operata multitudo confluit et que a principibus et nobilis et habitatoribus partium illarum manu forti ab hereticis regni Bohemie vicini defenditur Frederico duce Saxonie et marchione Misnensis ac electore Sacrum Romanum Imperium supplicare : ad quam propter plurima miracula ingens multitudo etiam Bohemorum noviter ad fidem reductorum confluit F[rederico] duce Saxonie et marchione Misnensis ac C[atherina] eius matre ducissa Saxonie necnon rectore parochialis ecclesia in E. supplicare : de indulgentia et de licentia quod ipse rector secularis presbb. pro audiendis confessio delegare possit 21. februarius 1437 S 332 114rs, L 347 29v.",10501601-2
5,1954,0,"Fredericus dux Saxonie et marchio Misnensis, lantgravius Thuringie et Sigismundus dux Saxonie et marchio modernus Misnensis ac capitulum collegiata ecclesia sancti Georgii in castro Aldenburg Nuemburgensis diocesis, cuius mense capitul. 200 marca argenti puri olim quondam Wilhelmus marchio Misnensis predium nonnullorum mansorum in Aldenburg ac allodia cum pertinentiis et parochialis eccll. in Elsterberg, Kale, Ffroberg, Koryn, Gotznitz, Borgwerbin, Lugkaw, Hinna, Czeegerucke et Luben Maguntinensis, Halberstadensis et Nuemburgensis diocesis insimul 60 marca argenti puri , quarum ius patronatus ad dictus marchionem pertinebat, donavit, incorporatio a Johanne XXIII. et Nicolao [de Lubich] episcopus Merseburgensis approbata",,10501954-0
5,1954,1,,de confirmatio dictus incorporatio 26. aprilis 1432 S 276 153rs.,10501954-1
5,1954,2,,"et Sigismundus, duces Saxonie: de licentia eligere confessor, altare portatile, ante diem, de locis interdictum etiam pro uxor et familiaris 26. aprilis 32 S 276 153vs, de remissio plenarius etiam pro uxor 26. aprilis 1432 S 276 154r.",10501954-2
